State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Greater London,London,2014-01-01,28.973713224089863,41.674440281993014,17.50038261303974,23.239969378621005,21.592386555580195,8.132102980192245,0.7422875598265626,10.202969998905514,29.957639768645752,0.8250476283903123,2.037004374372295,0.7058105456081196,86.0,Moderate,16.1614215544325,51.600682385235146,0.5125374874346944,4.446245541777211,3.7914832040904987,1334.3246812241089
Greater London,London,2014-02-01,23.89388559063052,39.08424102874894,16.529077018215702,31.157399600222984,25.27383260777251,9.590622820614044,0.25046627129508003,4.515294936348622,60.47464228246491,0.3155723977934361,0.7971279927568999,0.33656819565904983,76.0,Moderate,18.95513166391092,100.0,0.621255523830756,5.042207217706669,3.7032394060862504,1339.3371770430417
Greater London,London,2014-03-01,30.18150830480554,57.988102942491835,14.25910737304095,34.10408658802951,25.632492799367345,9.426700381180233,0.8703290231170444,8.823523564406667,10.0,0.5511113774835125,1.3583482237383393,0.7063863383705206,89.0,Moderate,18.361721988941802,66.48224716182575,0.12000778451147316,1.9700165308566784,0.1,1268.4861835930947
Greater London,London,2014-04-01,37.184238851264205,63.08207599400394,12.155129585341829,44.77277040552438,30.171786995159092,7.042489348535579,0.7840211409958334,7.323785689940732,27.56606391494716,0.6717638665333123,1.8377496008082426,0.913538544878235,105.0,Unhealthy for Sensitive Groups,12.222137417654395,71.63514887373681,0.7380915912542872,1.0684367561542976,4.895885455748035,1295.9828373279397
Greater London,London,2014-05-01,23.126773002213312,41.0979985728966,11.201590983294869,32.26285686484104,23.036157359512035,9.547772008044218,0.6688823239055744,5.940884595835469,19.82852778098593,0.2902758320122921,0.6081783730489715,0.36810214773173666,74.0,Moderate,14.435879725422465,76.8628540464168,0.15374504010591047,5.573603000073575,5.952436434082257,1372.7566138493205
Greater London,London,2014-06-01,23.126904344406555,35.55345223569372,7.367617985957928,22.70417687988311,15.93805127889575,5.105169121926146,0.29363879866468146,7.9208525417541455,61.496407299570656,0.28167187715673636,0.7850749042686793,0.35866735927411436,74.0,Moderate,19.467729493372463,51.57467948618921,0.2629546265609504,2.5186120034441957,2.907324508709283,1318.9033425600483
Greater London,London,2014-07-01,37.63370252405913,63.97684175055634,15.719603687451398,36.27586153301211,27.55759656684566,9.182822954235666,0.6770308871894738,5.809916861394987,48.23414032827177,1.0611135411686716,2.021578061445677,0.8666810572398838,106.0,Unhealthy for Sensitive Groups,11.934048974129992,52.95210732040303,0.7598544852843389,4.8220923059223075,5.898657905183862,1452.3638523088218
Greater London,London,2014-08-01,31.13947783322327,50.23314303223887,16.651895456935726,42.42461935218537,31.31055284883418,7.777707030764979,0.4144416563712512,9.316171519384218,37.006050922706386,0.8322791019458131,1.3922075005957726,1.162133105707738,91.0,Moderate,9.399743625919358,61.18969483346592,0.847962393874742,3.149037483499386,2.320680274625208,1362.9546930581246
Greater London,London,2014-09-01,21.244204912520384,37.41935003569316,9.004338346928364,25.85616474392181,18.47606663815059,6.917838704254223,0.6241998489486987,7.849756035637204,46.44468021130018,0.6089556517860337,0.969702464085544,0.39418182066363033,70.0,Moderate,19.636170402430082,66.86095081209214,0.7398600568729434,5.413722330633764,5.99674271226389,1155.90676269336
Greater London,London,2014-10-01,29.340480348687716,39.18136243515951,16.846074402083435,28.956450971241495,24.27533844786221,4.259792391609965,0.3889551548644048,10.86523501921866,48.9637022740433,0.4794958764280844,0.7899866662021253,0.5208365206273127,87.0,Moderate,8.769963452995103,52.903644857959755,0.9246037388015825,2.2956854719476762,0.9829666792541407,1455.0126456287023
Greater London,London,2014-11-01,21.292658457500302,35.03302710972143,13.388707190108883,25.27896154606542,20.493864430172383,8.394977782877573,0.607118983281568,7.8407293651788885,26.405761809733264,0.4371391777328289,0.9548844689639514,0.2970740546055593,70.0,Moderate,5.375386532758794,44.33983388701139,0.9883410123271404,3.648768793290009,3.0477849974983977,1415.4654471691981
Greater London,London,2014-12-01,21.274161971437945,32.064307097634035,9.960045071083904,24.840705545021635,18.444397826535937,8.115590832969334,0.29870442658532165,5.4363787254905525,47.18929140873497,0.32156994263959904,0.7694599565426645,0.36684326548279483,70.0,Moderate,15.447589612994836,82.32586614905362,0.8309137628256033,2.8276902816117624,5.203387679809183,1172.4490243506389
Greater London,London,2015-01-01,26.935698172528273,41.166623275565335,17.779047119624998,36.448189257970995,28.74043528012588,5.481090613532704,1.031654429494963,8.897140590379534,65.83184990767627,0.480480920978371,1.1788306043834993,0.3087383604130203,82.0,Moderate,17.583201973188267,48.58760144422278,0.6557188524625357,4.427229675701707,2.821934131507563,1440.9744035266658
Greater London,London,2015-02-01,9.693758042737617,19.122316211959813,3.2177031259818927,7.775643309879652,5.8264736110066195,3.209384539343605,0.2180263866403661,2.2688950629930495,68.47429109182173,0.2509047467704778,0.5888290293720877,0.2952674965413356,40.0,Good,20.089542763586067,78.72134615272088,0.1484611912313418,3.6842323910501182,0.1,1334.591293055062
Greater London,London,2015-03-01,11.200657339895738,15.993265938334098,7.124125073546641,14.218206413974618,11.311435688386268,3.0665746981056214,0.1545433365178116,2.6663054600303218,57.799630509135,0.21869798423815326,0.3959268342709238,0.13784847159651278,47.0,Good,17.32104219926633,47.142645310814615,0.9101174342738775,4.680624393584715,5.994346232475955,1150.1997694781871
Greater London,London,2015-04-01,20.501699766072218,31.11894940128108,12.945373074632302,26.33530509019583,20.81875942735891,7.2377810313213224,0.23073255669435302,3.796018492807249,48.874446761244435,0.2499547425266173,0.6995127181013571,0.18711700630861489,69.0,Moderate,17.941142484042363,54.81361284542332,0.3586699368698142,3.185939890184801,3.3082712007887474,1361.2505107480906
Greater London,London,2015-05-01,16.89735103732461,27.99764003893711,7.245542870441085,23.59559802181834,16.345804672897497,8.919492918265368,0.33596456633489263,3.1356117035532307,58.86823007449691,0.17005154797014757,0.3088783404678467,0.2173331365856511,61.0,Moderate,8.40824134624447,62.356970950608904,0.4518455226712777,4.897884465513444,3.5505175838690866,1278.0761390821647
Greater London,London,2015-06-01,27.51397866076219,52.38988578352687,11.541730911905553,41.58419738220893,28.156741995880676,13.549914782902873,1.0109073982940062,3.0636071422975886,55.58566646242638,0.4050842531685763,1.1093621972330023,0.35342885800225665,83.0,Moderate,15.901823824427371,99.2642585647162,0.5686852682817878,3.5396162741472876,5.396031752771202,1240.9043317905644
Greater London,London,2015-07-01,17.73580739583031,28.229535854926347,7.485184548018364,20.434343084010276,14.79734964497518,7.864535464848456,0.25387841434171887,4.601404246971262,28.140677749522887,0.24234493805390914,0.6231253991232146,0.338243662137569,63.0,Moderate,16.874714672714216,67.86172444566745,0.8953000845239132,1.5767402778587956,4.432818229452195,1201.5946389871074
Greater London,London,2015-08-01,13.701570389317666,24.946527260494147,8.557418342049985,14.715708281960577,12.334757110725599,3.1238418452646,0.4620849410781746,2.6393098596061484,31.295134043917546,0.35462017667826784,0.7208991100171538,0.24409073195431516,54.0,Moderate,10.944493402415379,69.01053813946844,0.8231335365476568,4.659038082683618,4.723291066065415,1315.8676108026057
Greater London,London,2015-09-01,36.72519015137243,69.75809831513826,23.234610034426318,32.386340377467704,29.479103718303833,7.379245495261187,0.8270936945265095,5.740364996921035,54.51983060358461,0.8568931793206951,1.8278036996149647,0.9232983878444179,104.0,Unhealthy for Sensitive Groups,14.036275898581467,62.91510311129474,0.5531455057836017,3.1494220496729044,2.427349504914944,1392.299369753291
Greater London,London,2015-10-01,23.193789596107713,35.18524436473885,10.017142212896397,24.805031448790825,18.45575204069423,11.754094695556848,0.790626084887753,3.166273412564187,34.97238573401683,0.6208083907545398,1.6889562664900537,0.8897523928193608,74.0,Moderate,19.824913313099614,51.696350548800915,0.8908039955247941,4.9194252465172585,7.982584910067879,1392.206967720308
Greater London,London,2015-11-01,25.54022563750339,40.223943143479076,13.71602416498625,21.831471536097816,18.840172721574557,5.951613174496259,0.925290206050509,5.212751087669251,29.62152465355034,0.46930839716857,1.397520987394045,0.45608793078538923,79.0,Moderate,18.40010054163114,75.22888994203136,0.8668782742377593,5.530706884371048,5.175449402385262,1301.3803444034454
Greater London,London,2015-12-01,13.602014510292346,21.077536913220897,4.836513074212039,19.617589274002157,12.960674244553525,11.355810732202674,0.5431900120189123,5.028707863824998,64.34054161376179,0.2947922932298222,0.5497289489711046,0.2638401263178309,54.0,Moderate,20.006918833565805,65.44011591963567,0.4101821686517176,5.528105158852125,6.7904105228149,1298.8765199005848
Greater London,London,2016-01-01,20.64493820379854,38.87439935605225,10.064644694366102,29.844424204929073,21.151806516626447,8.52717413910499,0.24868736276066317,5.262817404455495,45.940916480006386,0.37877717093448815,0.9594592199976253,0.5565686364971817,69.0,Moderate,11.392252222926642,86.09547779462291,0.3533674175730029,4.9145532721832765,2.822715085591005,1357.892351611443
Greater London,London,2016-02-01,25.88738071767893,34.457211802301664,18.10866653058097,29.35085664145704,25.153547281180142,9.94064466356257,0.8772984242479855,6.91402214576677,44.02589829263921,0.3734000582601131,0.6017250909331244,0.3665982512129897,80.0,Moderate,21.64385368015251,47.75010641897591,0.4539265353849326,1.5888511692477671,3.4112567107506298,1409.1500290512045
Greater London,London,2016-03-01,15.792051380621578,23.939087971962888,5.74097380691895,15.913855269221685,11.477059410354538,13.57656799461213,0.19093642679050757,1.8365897403534632,26.955904583116137,0.3571974593841739,0.5791079989791862,0.4389795425094192,59.0,Moderate,11.285603116389225,85.13023359319725,0.7905962775379629,5.813272590731781,3.076137938825779,1250.964359123751
Greater London,London,2016-04-01,28.005584146765376,49.72632286162902,19.01649334312264,25.048644240681256,23.354522919416066,2.488208277895179,0.5445344548231078,7.1681385530076716,38.26964129142645,0.49771181255820146,1.083255461382626,0.7107056340836567,84.0,Moderate,6.705097198982652,68.48468882537014,0.6649242820057828,3.620090229434224,2.5631402752659613,1182.4693648650646
Greater London,London,2016-05-01,20.194890480649562,34.246706307546546,12.716760679491502,29.908425457215408,22.591348652454663,10.689512549024718,0.5934665930327505,6.064192845729514,39.84858140767576,0.30265275382574497,0.46231801723601773,0.18452595999737248,68.0,Moderate,13.39121540762726,53.18787781604207,0.20791003629635182,5.570289779052314,2.456387391783937,1248.5257128403598
Greater London,London,2016-06-01,22.666450001653786,36.388776666228786,15.6145969111157,34.044922284691076,26.319545173777595,7.715896646356049,0.530817728471963,3.2914986987953894,31.42321144655644,0.6521007894014839,1.8687124685770438,0.7254101870350445,73.0,Moderate,13.51334275383411,69.59268037040016,0.3872571661255622,4.4292285163605225,6.148839658138925,1092.0383225995151
Greater London,London,2016-07-01,20.186347102164824,33.87195886513687,7.50591980819376,20.449409353581206,14.816324455740732,5.152458399939106,0.5441776156034358,7.974942206018076,26.768018588120253,0.24539079338213524,0.5102862837539767,0.3048004068565635,68.0,Moderate,9.747925325937013,52.772961804688755,0.8892274672004314,2.0541954376247595,3.174085708877538,1206.5975891245678
Greater London,London,2016-08-01,39.818225476071504,57.270920431268685,15.346238601135168,51.66050174966945,35.51357238592645,7.698096089230679,1.5523439264884207,14.91329305095542,71.21862831709512,1.0167957419195466,2.1066226366825145,0.9935037261860267,112.0,Unhealthy for Sensitive Groups,15.941391330399313,82.93376127639782,0.9389594184678776,4.148788222710005,5.070439743536267,1387.451935827961
Greater London,London,2016-09-01,24.892022202096527,39.86461425824051,7.635549965521317,25.064347974970012,17.330945908460404,13.07291282945463,0.8602608880632487,9.905299285289557,66.14102805570442,0.5225011407445651,1.0391077570819924,0.6299492316590142,78.0,Moderate,26.187212714580355,63.282240901198605,0.22162062828917808,2.8464189674960734,1.735522199785267,1269.320488834339
Greater London,London,2016-10-01,16.5383125683528,27.307930877007315,9.755631810845927,16.20922167640986,13.761372348245567,12.00483793926696,0.3458175499310425,3.4415417109364514,43.42539786347392,0.41776979552610083,0.8139382559657761,0.5538686289802847,60.0,Moderate,16.5088986608408,52.9813601820742,0.9769551191813592,1.0857739173625887,2.417125691226752,1377.3950799047443
